kaptCode,kaptName,kaptAddr,codeSaleNm,codeHeatNm,kaptTarea,kaptDongCnt,kaptdaCnt,kaptBcompany,kaptAcompany,kaptTel,kaptFax,kaptUrl,codeAptNm,doroJuso,hoCnt,codeMgrNm,codeHallNm,kaptUsedate,kaptMarea,kaptMparea_60,kaptMparea_85,kaptMparea_135,kaptMparea_136,privArea,bjdCode,codeMgr,kaptMgrCnt,kaptCcompany,codeSec,kaptdScnt,kaptdSecCom,codeClean,kaptdClcnt,codeGarbage,codeDisinf,kaptdDcnt,disposalType,codeStr,kaptdEcapa,codeEcon,codeEmgr,codeFalarm,codeWsupply,codeElev,kaptdEcnt,kaptdPcnt,kaptdPcntu,codeNet,kaptdCccnt,welfareFacility,kaptdWtimebus,subwayLine,subwayStation,kaptdWtimesub,convenientFacility,educationFacility
A47103101,영풍마드레빌1차아파트,경기도 구리시 수택동 885 영풍마드레빌1차아파트,분양,개별난방,33169.59,3,251,영풍건설,영풍건설,315661110,315166006,영풍마드레빌1차아파트.ma-um.co.kr,아파트,경기도 구리시 벌말로 226-6,251,위탁관리,계단식,20031231,27427.8,38,170,43,0,21452.49,4131010500,위탁관리,9,(주)무림하우징,위탁관리(직영+위탁),2,NA,위탁관리(직영+위탁),3,음식물쓰레기종량제,위탁관리,12,분무식,철근콘크리트구조,800,종합계약,위탁선임,GR형,부스타방식,위탁관리,6,101,169,무,52,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",5분이내,경의중앙선,구리역,20분초과,"관공서(구리시청, 구리경찰서) 백화점(롯데백화점) 대형상가(삼성디지털프라자)","초등학교(구리초등학교) 중학교(구리여중) 고등학교(구리여고,수택고)"
A47103203,대림한숲,경기도 구리시 수택동 854 대림한숲,분양,개별난방,86175.222,5,956,대림산업주식회사,대림산업주식회사,315532472,315631817, ,아파트,경기도 구리시 체육관로 72,956,위탁관리,혼합식,19950814,78794.472,540,416,0,0,56959.68,4131010500,위탁관리,7,남경종합관리(주),위탁관리,12,(주)을지종합관리,위탁관리,7,음식물쓰레기종량제,위탁관리,4,"도포식,분무식,독이식",철근콘크리트구조,2250,단일계약,상주선임,P형,부스타방식,위탁관리,14,462,273,무,100,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",5분이내,경의중앙선,구리,20분초과,관공서(구리시청) 병원(현대치과) 대형상가(삼성디지털프라자) 공원(장자호수공원),초등학교(부양초등학교) 중학교(구리중학교) 고등학교(구리고등학교)
A47103301,수택한성3차,경기도 구리시 수택동 854-3 수택한성3차,분양,개별난방,21191.66,2,240,한성건설,한성,315567522,315547522,한성3차.ma-um.co.kr,아파트,경기도 구리시 체육관로 40,240,위탁관리,계단식,19941001,19834.8,240,0,0,0,14332.8,4131010500,위탁관리,4,서일개발,위탁관리,4,웅산산업개발,위탁관리,2,차량수거방식,위탁관리,12,"도포식,분무식",철근콘크리트구조,700,종합계약,위탁선임,P형,부스타방식,위탁관리,6,80,74,무,63,"관리사무소, 노인정, 보육시설, 어린이놀이터, 자전거보관소",5분이내,경의중앙선,구리,20분초과,관공서(구리시청) 병원(구리한양대학교병원) 백화점(롯대백화점) 공원(장자호수공원),초등학교(부양초등학교) 중학교(구리중학교) 고등학교(구리고등학교)
A47170401,수택금호어울림,경기도 구리시 수택동 542 수택금호어울림,분양,개별난방,17704209,4,138,금호건설,성림연립 재건축주택 정비사업조합,315525842,315525841, ,아파트,경기도 구리시 경춘로276번길 66,138,위탁관리,계단식,20061130,13525.84,0,138,0,0,10385.858,4131010500,위탁관리,2,NA,자치관리,2,NA,자치관리,1,차량수거방식,위탁관리,12,"도포식,분무식",철근콘크리트구조,675,종합계약,위탁선임,P형,고가수조식,위탁관리,5,20,118,유,30,"관리사무소, 노인정, 어린이놀이터",5~10분이내,"경의중앙선, 경의중앙선",구리역,5~10분이내,관공서() 백화점() 공원(),초등학교()
A47170708,교문우성한양,경기도 구리시 교문동 809-2 교문우성한양,분양,개별난방,74933.926,8,682,"우성,한양","우성(주), 한양(주)",315579555,315533733,우성한양.ma-um.co.kr,아파트,경기도 구리시 체육관로 47,682,위탁관리,혼합식,19940726,74933.926,0,456,226,0,58544.96,4131010400,위탁관리,7,우리관리(주),위탁관리,8,태양삼차원환경,위탁관리,7,차량수거방식,위탁관리,4,"분무식,독이식",철근콘크리트구조,1750,단일계약,상주선임,P형,부스타방식,위탁관리,16,478,354,무,30,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설",5분이내,분당선,구리,20분초과,관공서(구리시청) 병원(한양대구리) 백화점(엘지) 공원(장자못호수),"초등학교(백문) 중학교(교문) 고등학교(구리,삼육)"
A47170801,구리덕현,경기도 구리시 교문동 808 구리덕현,분양,개별난방,141425.191,12,1077,"현대산업개발(주), 경남기업(주), 동성(주)","현대산업개발(주), 경남기업(주), 동성(주)",315540158,315530159,구리덕현아파트.ma-um.co.kr,아파트,경기도 구리시 장자대로37번길 55,1077,위탁관리,혼합식,19931215,123632.49,0,753,324,0,97561.62,4131010400,위탁관리,9,우리관리(주),위탁관리,14,태양삼차원환경,위탁관리,10,거점장비수거방식,위탁관리,12,"도포식,분무식",철근콘크리트구조,2400,단일계약,상주선임,R형,부스타방식,위탁관리,24,679,622,무,200,"관리사무소, 노인정",5분이내,경의중앙선,구리역,20분초과,관공서(구리시청) 병원(한양대구리) 백화점(롯데백화점) 대형상가(롯데마트) 공원(장자못호수),"초등학교(교문,백문) 중학교(구리,교문) 고등학교(구리,삼육)"
A47170902,구리동방,경기도 구리시 교문동 1-8 구리동방,분양,개별난방,38280.09,2,307,동방티엔씨(주),구리동방주택조합,315537679,315535236, ,아파트,경기도 구리시 체육관로 124,307,위탁관리,계단식,19980624,29285.15,139,168,0,0,22590.63,4131010400,위탁관리,4,우리관리(주),위탁관리,4,인덕종합관리(주),위탁관리,3,음식물쓰레기종량제,위탁관리,12,분무식,철근콘크리트구조,985,단일계약,위탁선임,R형,고가수조식,위탁관리,8,92,229,무,64,"관리사무소, 노인정, 어린이놀이터",5~10분이내,분당선,NA,NA,관공서(구리시청) 병원(한양대구리병원) 백화점(엘지백화점) 공원(교문제3호어린이공원),초등학교(교문초등학교) 중학교(구리중학교) 고등학교(구리교등학교)
A47171004,교문두산,경기도 구리시 교문동 766 교문두산,분양,개별난방,35026.404,14,434,두산건설(주),두산건설(주),315512191,315512090,구리두산.aptgate.co.kr,아파트,경기도 구리시 체육관로113번길 45,434,위탁관리,계단식,19910513,35026.404,434,0,0,0,26035.66,4131010400,위탁관리,4,대한종합관리(주),자치관리(직영),7,NA,자치관리(직영),4,음식물쓰레기종량제,위탁관리,4,"도포식,분무식,독이식",철근콘크리트구조,104,종합계약,위탁선임,기타,수도직결식,NA,NA,212,0,무,24,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",5분이내,분당선,구리역,20분초과,관공서(구리시청) 병원(한양대구리) 백화점(엘지) 공원(장자호수),"초등학교(교문,백문) 중학교(구리,교문) 고등학교(구리,삼육)"
A47171503,교문일성,경기도 구리시 교문동 767 교문일성,분양,개별난방,40138.98,2,330,일성건설,일성건설(주),315560531,315560530, ,아파트,경기도 구리시 체육관로 110,330,위탁관리,계단식,19990520,34472.7196,110,176,44,0,27425.2,4131010400,위탁관리,4,대한종합관리(주),위탁관리,4,듀델코리아,자치관리(직영),3,음식물쓰레기종량제,위탁관리,12,"분무식,독이식",철근콘크리트구조,930,단일계약,위탁선임,P형,고가수조식,위탁관리,8,143,196,무,84,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",5분이내,경의중앙선,구리역,20분초과,"관공서(구리시청, 구리시의회, 구리경찰서, 구리소방서, 남양주세무서) 병원(한양대구리병원, 원진녹색병원) 백화점(롯데백화점) 대형상가(구리농수산물도매시장) 공원(장자호수공원) 기타(구리시장, 남양시장)","초등학교(교문,백문) 중학교(구리,교문) 고등학교(구리,삼육)"
A47171609,구리하나,경기도 구리시 교문동 809-1 구리하나,분양,개별난방,72443.04,10,686,"유원건설, (주)한성","유원건설, (주)한성",315579212,315578891,하나.ma-um.co.kr,아파트,경기도 구리시 체육관로 69,686,위탁관리,계단식,19940716,60884.484,0,472,214,0,60884.484,4131010400,위탁관리,7,우리관리(주),위탁관리,9,태양삼차원환경(주),위탁관리,6,음식물쓰레기종량제,위탁관리,4,분무식,철근콘크리트구조,1600,단일계약,상주선임,P형,부스타방식,위탁관리,18,523,307,무,100,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",5분이내,NA,NA,20분초과,관공서(구리시청) 병원(한양대구리) 백화점(엘지) 공원(장자못호수),초등학교(백문) 중학교(교문) 고등학교(구리)
A47171712,교문한가람,경기도 구리시 교문동 809 교문한가람,분양,개별난방,90038,8,712,"럭키개발, 대림산업","럭키개발, 대림산업",315550227,315550228, ,아파트,NA,712,위탁관리,계단식,19941207,79601.84,0,496,216,0,62007.84,4131010400,위탁관리,7,(주)미래에이비엠,위탁관리,8,아이원서비스,위탁관리,6,음식물쓰레기종량제,위탁관리,6,분무식,철근콘크리트구조,2150,단일계약,상주선임,P형,부스타방식,위탁관리,20,465,417,무,112,"관리사무소, 노인정, 보육시설, 어린이놀이터, 유치원, 자전거보관소",5분이내,분당선,구리,20분초과,관공서(구리시청) 병원(한양대구리) 백화점(롯데) 공원(장자못호수),"초등학교(교문,백문) 중학교(교문, 구리) 고등학교(구리,삼육)"
A47171806,교문한성1차,경기도 구리시 교문동 766-1 교문한성1차,분양,개별난방,48616.6,16,490,한성종합건설(주),한성종합건설(주),315692940,315692941,구리한성1차아파트.apti.co.kr/,아파트,경기도 구리시 이문안로 51,490,위탁관리,계단식,19901224,44460.8,0,490,0,0,38345.1,4131010400,위탁관리,5,대한종합관리(주),위탁관리(직영+위탁),6,대한종합관리(주),위탁관리,4,차량수거방식,위탁관리,12,"도포식,분무식,기구부착식",철근콘크리트구조,78,기타,위탁선임,기타,수도직결식,NA,NA,460,0,무,84,"관리사무소, 노인정, 어린이놀이터",5분이내,경의중앙선,구리역,20분초과,관공서(구리시청) 병원(한양대구리) 백화점(엘지) 공원(교문제3호어린이공원),"초등학교(교문,백문) 중학교(교문,삼육) 고등학교(구리,삼육)"
A47172602,성림빌라,경기도 구리시 인창동 292-1 성림빌라,분양,개별난방,0,NA,99, , ,315568280,315568280, ,연립주택,NA,NA,자치관리,계단식,NA,0,0,96,3,0,8019.09,4131010300,자치관리,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A47172702,일신건영2차,경기도 구리시 인창동 487-51 일신건영2차,분양,개별난방,28060.7,2,189,일신건영,일신건영,315581579,315581579, ,아파트,경기도 구리시 동구릉로85번길 52,189,위탁관리,계단식,20010928,21144.03,40,109,40,0,15381.395,4131010300,위탁관리,3,대한종합관리,위탁관리,2,예주산업,위탁관리,2,거점장비수거방식,위탁관리,12,NA,철근콘크리트구조,750,종합계약,위탁선임,P형,부스타방식,위탁관리,6,23,184,무,60,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",5분이내,경의중앙선,구리,20분초과,관공서(구리시청) 병원(한양대구리병원) 백화점(LG백화점) 대형상가(롯데마트) 공원(인창공원),"초등학교(동인초등학교, 건원초등학교) 중학교(동구중학교, 인창중학교) 고등학교(인창고등학교)"
A47172715,인창건영,경기도 구리시 인창동 474 인창건영,분양,개별난방,60353.758,5,573,건영건설,구리지역 연합주택조합,315570851,315665004,www.icky.co.kr,아파트,경기도 구리시 동구릉로 151,573,위탁관리,계단식,19940708,60353.758,0,573,0,0,46030.42,4131010300,위탁관리,5,서일개발,위탁관리,8,웅산산업개발,위탁관리,5,음식물쓰레기종량제,위탁관리,12,"도포식,분무식",철근콘크리트구조,1250,단일계약,상주선임,P형,부스타방식,위탁관리,22,155,98,무,96,"관리사무소, 노인정, 유치원, 자전거보관소",5분이내,경의중앙선,구리,20분초과,"관공서(구리시청) 병원(한양대구리병원) 백화점(LG백화점) 대형상가(롯데마트) 공원(인창공원) 기타(동구릉, 구리농수산물시장, 구리롯데마트, 구리롯데아울렛, 구리롯데시네마)","초등학교(동구초등교,구지초등교) 중학교(인창중교,동구중교)"
A47173421,인창삼보,경기도 구리시 인창동 665-1 인창삼보,분양,개별난방,141553.67,13,906,삼보종합건설,삼보종합건설,315636190,315636190,인창삼보.apti.co.kr,아파트,경기도 구리시 건원대로 56,906,위탁관리,계단식,19961107,118402.98,0,0,906,0,93924,4131010300,위탁관리,8,(주)신원티엠씨(TMC),위탁관리,10,한국보안컨설팅(주),위탁관리,10,음식물쓰레기종량제,위탁관리,4,"도포식,분무식",철근콘크리트구조,2850,단일계약,상주선임,P형,부스타방식,위탁관리,24,448,677,무,142,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",5분이내,경의중앙선,구리역,5~10분이내,관공서(구리시청) 병원(한양대구리병원) 백화점(롯데백화점) 대형상가(롯데마트) 공원(인창공원),"초등학교(동구초등교,구지초등교) 중학교(인창중교,동구중교) 고등학교(인창고등학교)"
A47173513,삼환신일아파트,경기도 구리시 인창동 667-1 삼환신일아파트,분양,개별난방+기타,89789.53,10,552,"삼환기업,신일건업(주)",삼환기업(주).신일건업(주),315655104,315655704, ,아파트,경기도 구리시 건원대로34번길 51,552,위탁관리,계단식,19961116,75381.752,0,0,552,0,60083.44,4131010300,위탁관리,6,대한종합관리(주),위탁관리,12,한국보안컨설팅,위탁관리,6,차량수거방식,위탁관리,12,"도포식,분무식,독이식",철근콘크리트구조,2200,단일계약,상주선임,P형,부스타방식,위탁관리,16,284,485,무,72,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",5분이내,경의중앙선,구리,5분이내,관공서(구리시청) 병원(한양대구리병원) 백화점(LG백화점) 대형상가(롯데마트) 공원(인창공원),"초등학교(동구초등교,구지초등교) 중학교(인창중교,동구중교) 고등학교(인창고등학교)"
A47173605,인창삼호,경기도 구리시 인창동 590 인창삼호,분양,개별난방,20035,2,231,성진산업개발,성진산업개발,315514407,315554408, ,아파트,경기도 구리시 응달말로40번길 13,231,위탁관리,복도식,19911025,19507.74,129,102,0,0,15582.42,4131010300,위탁관리,3,(주)동우개발,위탁관리,4,(주)혜진종합관리,위탁관리,2,차량수거방식,위탁관리,4,"도포식,분무식,기구부착식",철근콘크리트구조,650,단일계약,위탁선임,P형,부스타방식,위탁관리,5,73,0,무,26,"관리사무소, 노인정, 자전거보관소",5~10분이내,"분당선, 경의중앙선",구리,10~15분이내,관공서(구리시청) 병원(한양대구리병원) 백화점(LG백화점) 대형상가(롯데마트) 공원(인창공원),"초등학교(동구초등교,구지초등교) 중학교(인창중교,동구중교)"
A47173703,인창아름마을성원,경기도 구리시 인창동 528-1 인창아름마을성원,분양,개별난방,24324.99,3,190,주)성원산업개발,(주)성원산업개발,315531235,315131237,아름마을성원.ma-um.co.kr,아파트,경기도 구리시 동구릉로53번길 87,190,위탁관리,계단식,19990730,19262.28,66,124,0,0,14465.7,4131010300,위탁관리,2,(주)두온종합관리,위탁관리,4,(주)태양삼차원환경,위탁관리,2,음식물쓰레기종량제,위탁관리,12,"도포식,독이식",철근콘크리트구조,650,단일계약,위탁선임,P형,고가수조식,위탁관리,5,49,136,무,40,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소",5~10분이내,경의중앙선,구리,20분초과,관공서(구리시청) 병원(한양대구리병원) 백화점(LG백화점) 대형상가(롯데마트) 공원(인창공원),"초등학교(동구초등교,구지초등교) 중학교(인창중교,동구중교)"
A47173918,인창아름마을원일,경기도 구리시 인창동 651-27 인창아름마을원일,분양,개별난방,103787.77,5,777,원일건설,원일건설,315636558,315636559, ,아파트,경기도 구리시 동구릉로85번길 17,777,위탁관리,혼합식,19981031,87334.344,254,388,0,135,68494.9,4131010300,위탁관리,7,(주)동우개발,위탁관리,10,태양삼차원,위탁관리,6,음식물쓰레기종량제,위탁관리,8,기구부착식,철근콘크리트구조,455,단일계약,상주선임,P형,고가수조식,위탁관리,19,329,555,무,148,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",5~10분이내,경의중앙선,구리,20분초과,관공서(구리시청) 병원(한양대구리병원) 백화점(LG백화점) 대형상가(롯데마트) 공원(인창공원),"초등학교(동구초등교,구지초등교) 중학교(인창중교,동구중교)"
A47174108,인창아름마을일신건영1차,경기도 구리시 인창동 487-32 인창아름마을일신건영1차,분양,개별난방,65585.8,5,441,일신건영(주),일신건영(주),315565257,315575258, ,아파트,경기도 구리시 동구릉로 93,441,위탁관리,계단식,19990112,51758.53,145,164,132,0,40439.88,4131010300,위탁관리,5,에이제이대원 주식회사,위탁관리,6,(주)태양삼차원환경,위탁관리,5,차량수거방식,위탁관리,12,분무식,철근콘크리트구조,1250,단일계약,상주선임,R형,부스타방식,위탁관리,24,122,406,유,129,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",5분이내,"1호선, 경의중앙선",구리,20분초과,관공서(구리시청) 병원(한양대구리병원) 백화점(LG백화점) 대형상가(롯데마트) 공원(인창공원),"초등학교(동구초등교,구지초등교) 중학교(인창중교,동구중교)"
A47174224,인창1단지주공아파트,경기도 구리시 인창동 663-1 인창1단지주공아파트,분양,중앙난방,108659.61,15,1344,대한주택공사,대한주택공사,315662262,315662263,1danzi.apti.co.kr,아파트,경기도 구리시 건원대로 92,1344,위탁관리,복도식,19960919,108659.61,1344,0,0,0,76335.97,4131010300,위탁관리,14,(주)동우개발,위탁관리,14,국보종합관리,위탁관리,12,차량수거방식,위탁관리,12,"도포식,분무식",철근콘크리트구조,2650,단일계약,상주선임,P형,고가수조식,위탁관리,23,925,586,무,157,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",5분이내,"경의중앙선, 경의중앙선",구리,10~15분이내,"관공서(구리시청, 구리경찰서) 병원(한양대구리병원) 백화점(롯데백화점) 대형상가(롯데마트) 공원(인창공원)","초등학교(동구초등교,구지초등교) 중학교(인창중교,동구중교) 고등학교(인창고교)"
A47174320,인창주공2단지,경기도 구리시 인창동 664-1 인창주공2단지,분양,개별난방,136183.906,13,1229,일신건설,주택공사,315522616,315522615,인창주공2단지.ma-um.co.kr,아파트,경기도 구리시 건원대로76번길 39,1229,위탁관리,혼합식,19970620,120797.37,357,872,0,0,90954.61,4131010300,위탁관리,10,광인산업(주),위탁관리,14,남경종합과리,위탁관리,10,차량수거방식,위탁관리,12,분무식,철근콘크리트구조,2500,단일계약,상주선임,R형,부스타방식,위탁관리,28,423,662,무,196,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 자전거보관소",5분이내,경의중앙선,구리,5~10분이내,관공서(구리시청) 병원(한양대구리병원) 백화점(롯데백화점) 대형상가(롯데마트) 공원(인창공원),"초등학교(동구초등교,구지초등교) 중학교(인창중교,동구중교) 고등학교()"
A47174425,구리인창주공4단지,경기도 구리시 인창동 666-1 구리인창주공4단지,분양,개별난방,110748.2,16,1408,(주)한양,대한주택공사,315655161,315519742,인창주공4단지.ma-um.co.kr,아파트,경기도 구리시 건원대로76번길 134,1408,위탁관리,복도식,19960625,110627.619,1408,0,0,0,79222.82,4131010300,위탁관리,12,대원종합관리(주),위탁관리,12,태백관리(주),위탁관리,11,기타,위탁관리,12,분무식,철근콘크리트구조,2400,단일계약,상주선임,P형,부스타방식,위탁관리,22,782,241,무,128,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",5분이내,경의중앙선,구리,5~10분이내,관공서(구리시청) 병원(한양대구리병원) 백화점(LG백화점) 대형상가(롯데마트) 공원(인창공원),"초등학교(동구초등교,구지초등교) 중학교(인창중교,동구중교) 고등학교(인창고등학교)"
A47174523,인창주공6단지,경기도 구리시 인창동 668-1 인창주공6단지,분양,개별난방,84090.86,10,1018,대한주택공사,대한주택공사,315536448,315126448, ,아파트,경기도 구리시 건원대로34번길 77,1018,위탁관리,복도식,19960617,79936.53,1018,0,0,0,56432.87,4131010300,위탁관리,8,서일개발(주),위탁관리,10,웅산산업개발,위탁관리,8,기타,위탁관리,12,"도포식,분무식,독이식",철근콘크리트구조,1350,단일계약,상주선임,P형,부스타방식,위탁관리,15,453,191,무,134,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 자전거보관소",5분이내,경의중앙선,구리역,5~10분이내,관공서(구리시청) 병원(한양대구리병원) 백화점(LG백화점) 대형상가(엘마트) 공원(인창공원),"초등학교(동구초등교,구지초등교) 중학교(인창중교,동구중교) 고등학교(인창고등학교)"
A47174610,인창아름마을엘지,경기도 구리시 인창동 640-1 인창아름마을엘지,분양,개별난방,60110,4,482,LG건설(주),삼일주택개발/보광건설(주),315524182,315524183, ,아파트,경기도 구리시 동구릉로53번길 67,482,위탁관리,계단식,19990526,50763.1,184,214,84,0,39421.54,4131010300,위탁관리,5,대한종합관리(주),위탁관리,8,대성종합관리(주),위탁관리,4,차량수거방식,위탁관리,24,"도포식,분무식",철근콘크리트구조,1550,단일계약,상주선임,P형,고가수조식,위탁관리,11,185,349,무,141,"관리사무소, 노인정, 어린이놀이터, 휴게시설, 자전거보관소, 기타",5~10분이내,경의중앙선,구리,20분초과,관공서(구리시청) 병원(한양대구리병원) 백화점(LG백화점) 대형상가(롯데마트) 공원(인창공원),"초등학교(동구초등교,구지초등교) 중학교(인창중교,동구중교)"
A47175011,인창동양,경기도 구리시 인창동 487 인창동양,분양,개별난방,66740.57,7,485,인창동양지역주택조합,동양메이저(주),315569595,315569595,dyapt.co.kr,아파트,경기도 구리시 동구릉로103번길 61,485,위탁관리,계단식,20021015,55521.345,0,485,0,0,41215.3,4131010300,위탁관리,5,우리관리(주),위탁관리,4,태양삼차원,위탁관리,5,음식물쓰레기종량제,위탁관리,4,"도포식,분무식,독이식",철근콘크리트구조,1150,단일계약,상주선임,R형,부스타방식,위탁관리,11,105,391,무,91,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",5분이내,경의중앙선,구리,20분초과,관공서(구리시청) 병원(한양대구리병원) 백화점(LG백화점) 대형상가(롯데마트) 공원(인창공원),"초등학교(동구초등교,구지초등교) 중학교(인창중교,동구중교) 고등학교()"
A47175209,인창성원2차,경기도 구리시 인창동 453 인창성원2차,분양,개별난방,74400.082,6,461,성원건설(주),성원건설(주),315664744,315124744,인창성원2차.apti.co.kr,아파트,경기도 구리시 동구릉로129번길 24,461,위탁관리,계단식,20001031,56873.978,112,173,176,0,45116.55,4131010300,위탁관리,5,한국주택.시설관리(주),위탁관리,8,태양삼차원환경(주),위탁관리,5,거점장비수거방식,위탁관리,12,"분무식,독이식",철근콘크리트구조,1300,단일계약,상주선임,P형,고가수조식,위탁관리,11,160,432,무,118,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",5분이내,경의중앙선,구리,20분초과,관공서(구리시청) 병원(한양대구리병원) 백화점(LG백화점) 대형상가(롯데마트) 공원(인창공원),"초등학교(동구초등교,구지초등교) 중학교(인창중교,동구중교)"
A47175422,인창한진그랑빌,경기도 구리시 인창동 29 인창한진그랑빌,분양,개별난방,119800.98,7,953,한진중공업,한진중공업,315670083,315670084,한진그랑빌.ma-um.co.kr,아파트,경기도 구리시 동구릉로238번길 20,953,위탁관리,계단식,20020110,96869.219,234,719,0,0,75120.845,4131010300,위탁관리,7,서일개발,위탁관리,10,태양삼차원,위탁관리,8,차량수거방식,위탁관리,12,NA,철근콘크리트구조,2250,단일계약,상주선임,R형,고가수조식,위탁관리,42,221,772,무,170,"관리사무소, 노인정, 보육시설, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",5분이내,분당선,구리,20분초과,관공서(구리시청) 병원(한양대구리병원) 백화점(LG백화점) 대형상가(롯데마트) 공원(인창공원),"초등학교(동구초등교,구지초등교) 중학교(인창중교,동구중교)"
A47175516,인창현대홈타운,경기도 구리시 인창동 508 인창현대홈타운,분양,개별난방,82267.88,7,598,현대건설(주),구리인창현대연합주택조합,315627626,315167626,www.hdhome.co.kr,아파트,경기도 구리시 동구릉로 114,598,위탁관리,계단식,20020816,51125.84,0,548,50,0,51125.84,4131010300,위탁관리,6,대한종합개발(주),위탁관리,6,(주)가온종합관리,위탁관리,6,차량수거방식,위탁관리,4,"도포식,분무식",철근콘크리트구조,2100,단일계약,상주선임,GR형,부스타방식,위탁관리,32,199,432,유,144,"관리사무소, 노인정, 보육시설, 문고, 주민공동시설, 어린이놀이터, 자전거보관소",5분이내,경의중앙선,구리,10~15분이내,관공서(구리시청) 병원(한양대구리병원) 백화점(롯데백화점) 대형상가(롯데마트) 공원(인창중앙공원),"초등학교(동구초등교,구지초등교) 중학교(인창중학교,동구중학교) 고등학교(인창고등학교)"
A47175602,수택주공,경기도 구리시 수택동 549-6 수택주공,분양,개별난방,53834.317,3,420,한진중공업,주공,315556406,315556407, ,아파트,경기도 구리시 수택천로 60,420,위탁관리,계단식,20001109,40735.605,150,270,0,0,31896.5,4131010500,위탁관리,4,대한종합개발(주),위탁관리,3,(주)동남시큐리티,위탁관리,3,차량수거방식,위탁관리,12,분무식,철근콘크리트구조,800,단일계약,위탁선임,GR형,고가수조식,위탁관리,9,63,363,무,64,"관리사무소, 노인정, 어린이놀이터, 자전거보관소",10~15분이내,경의중앙선,구리,10~15분이내,관공서(구리시청) 병원(구리한양대병원) 백화점(롯데백화점) 대형상가(구리롯데마트외) 공원(구리왕숙천),"초등학교(구리초등학교) 중학교(구리여중) 고등학교(구리여고,수택고)"
A47175703,토평상록,경기도 구리시 토평동 959 토평상록,분양,개별난방,68605.543,6,488,JR건설,공무원연금관리공단,315129234,315569234, ,아파트,경기도 구리시 장자대로111번길 56,488,위탁관리,계단식,20020116,56806.616,0,488,0,0,41189.152,4131010700,위탁관리,6,대한종합관리(주),위탁관리,5,(주)이엠피서비스,위탁관리,5,음식물쓰레기종량제,위탁관리,12,"도포식,분무식,독이식",철근콘크리트구조,1750,단일계약,상주선임,R형,부스타방식,위탁관리,12,156,350,무,104,"관리사무소, 노인정, 어린이놀이터, 커뮤니티공간, 자전거보관소",5분이내,경의중앙선,NA,15~20분이내,관공서(수택3동사무소) 대형상가(삼성디지털프라자) 공원(장자못공원),초등학교(토평초) 중학교(토평중) 고등학교(토평고)
A47175801,수택엘지원앙,경기도 구리시 수택동 854-2 수택엘지원앙,분양,개별난방,77313.755,7,824,LG건설,럭키개발,315516556,315166556, ,아파트,경기도 구리시 체육관로 54,824,위탁관리,혼합식,19950810,68367.48,484,340,0,0,49466.74,4131010500,위탁관리,6,서일개발(주),위탁관리,14,태양삼차원 환경,위탁관리,7,음식물쓰레기종량제,위탁관리,6,"도포식,독이식",철근콘크리트구조,1600,단일계약,상주선임,P형,고가수조식,위탁관리,36,346,346,무,110,"관리사무소, 노인정, 주민공동시설, 어린이놀이터, 휴게시설, 자전거보관소",5분이내,8호선,구리,20분초과,관공서(구리시청) 병원(현대치과) 공원(장자호수공원),초등학교(부양초등학교) 중학교(구리중학교) 고등학교(구리고등학교)
